Paper_ID,Citation_Key,Title,Authors,Year,Venue,Venue_Type,DOI,URL,Verification_Level,Read_Depth,Quality_Tier,Recency_Class,Retraction_Checked,Research_Domain,Problem,Objective,Methodology,Dataset,Sample_Size,Model,Baseline,Evaluation_Metrics,Results,Limitations,Research_Gap,Novelty,Relevance_to_RQ,Code_Available,Data_Available,Full_Text_Available,Notes
P41,singh2026injectioninteraction,Shifting from Injection to Interaction: Rethinking Web Security in the Age of LLMs and Beyond,Nivedita Singh and Alsharif Abuadbba and Yansong Gao and Surya Nepal and Hyoungshick Kim,2026,"arXiv (Sep 2026, survey)",preprint,,https://arxiv.org/abs/2609.03999,V3,"partial (sections read: Abstract; 1 Introduction (p.1–3); 2 Comparison with Prior Surveys (p.3–4, Table 1); 3 Methodology incl. 3.1–3.2 OWASP/TRA/CWE (p.5–6); 4 Study Identification and Selection incl. 4.1 search strategy, 4.2 keywords, Table 3 criteria, primary-study selection (p.8–9); 5.1 LLM_01 Prompt Injection intro and 5.1.3 mitigation (p.10–11); 5.2.3 (p.12); 5.5.3 (p.17–18); 6 Extending Security Frameworks incl. Limitations of Existing Frameworks, Table 5, Proposed LLM-Aware Security Framework Extensions, Fig. 4 caption (p.27–29); Threats to Validity (p.29–30); 7 Conclusion (p.30); reference entries [2], [4], [136]. Not read: remaining 5.x subsections, Table 4, Supplementary Table 6)",B,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,"LLMs in web apps and browser agents amplify classical web vulnerabilities and add new ones; prior surveys treat the LLM as attack destination, not conduit; OWASP/NIST/ISO/CWE were designed for deterministic risks (Sec. 2 pp.3–4; Sec. 6 p.27).",SLR answering how LLM risks amplify traditional web vulnerabilities across the stack (RQ1) and whether existing defences and standards suffice (RQ2) (Sec. 1 p.3).,"Map 2025 OWASP LLM Top 10 to a Traditional Threat-Reference Architecture (TRA_01–10) grounded in CWE; Kitchenham SLR (1,050 hits → 105 primary studies); per-risk comparative analysis; proposed LLM-aware monitoring–control framework (Sec. 3–6).","SLR corpus: Scopus, IEEE Xplore, ScienceDirect, SpringerLink, Google Scholar plus arXiv, to August 2026; 105 primary studies 2019–2026 (Sec. 4 pp.8–9); no empirical dataset.","105 primary studies (from 1,050 initial hits, 750 unique) (Sec. 4 pp.8–9)",Not applicable (survey),Not applicable; coverage compared against 11 prior LLM-security surveys (Table 1 p.4),Not applicable; no quantitative evaluation of any defence,"NIST AI RMF and ISO/IEC 'lack semantic input validation, prompt–execution separation, output-to-action control…' (Sec. 6 p.28; Table 5); proposed framework puts a 'semantic input validation layer' at the Input Layer to detect adversarial instructions (Sec. 6 p.28).","Interpretive OWASP→TRA→CWE mapping; single-coder SLR; some arXiv primaries; tied to 2025 OWASP list (Threats to Validity pp.29–30). OURS: framework conceptual, no latency/FPR; 'semantic input validation' = adversarial-instruction detection only.","Does not distinguish structural validation of data from semantic validity of values; no empirical semantic-input-validation study cited in sections read; benign-but-wrong outputs outside scope (OURS). Authors: data–instruction separation, agent constraints (Sec. 5.1.3 p.11).",First survey mapping LLM risks onto the traditional web-vulnerability architecture across stack layers; NIST-coupled LLM-aware framework extension (Sec. 2 pp.3–4; Sec. 6 pp.28–29).,"RQ1 ADJACENT (data–instruction boundary framing); RQ5 PARTIAL as motivation ('semantic input validation' named as missing control); RQ2, RQ3, RQ4, RQ6, RQ7 none",No code (survey),Supplementary Table 6 (105 primary studies) referenced but not in PDF; location Not reported,YES (11_PAPERS/pdfs/2026_Singh_InjectionToInteraction.pdf; arXiv 2609.03999v1),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P41.md (read 2026-09-20); Self-declared ACM CSUR format with placeholder DOI and 'Manuscript submitted to ACM' — treat as preprint; Sections 5.3–5.10, Table 4, Table 6 not read"
P42,sigloch2026neurosymbolic,Neuro-Symbolic Verification of LLM Outputs for Data-Sensitive Domains (extended preprint),Paul Sigloch and Christoph Benzmüller,2026,KI 2026 (per arXiv 2605.26942),preprint,,https://arxiv.org/abs/2605.26942,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P43,greshake2023indirect,Not What You’ve Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,"Greshake, Kai and Abdelnabi, Sahar and Mishra, Shailesh and Endres, Christoph and Holz, Thorsten and Fritz, Mario",2023,ACM AISec 2023 workshop,conference/workshop,10.1145/3605764.3623985,http://dx.doi.org/10.1145/3605764.3623985,V4,full,A,FOUNDATIONAL,"Crossref record checked 2026-09-20, no retraction relation",Prompt injection in LLM-integrated apps,"LLM-integrated apps retrieve external data and call APIs; they 'blur the line between data and instructions', so adversaries can inject prompts remotely via retrieved content rather than as direct users (Abstract; §1 pp.1–2).","Introduce Indirect Prompt Injection (IPI), give the first taxonomy of its threat landscape, and demonstrate feasibility on real (Bing Chat, Copilot) and synthetic systems (§1 p.2).","Threat model and taxonomy (injection methods: passive/active/user-driven/hidden; six threat classes); hand-crafted proof-of-concept demos on a synthetic LangChain/GPT-4 app with mock tools, Bing Chat sidebar and Copilot; temperature 0 (§3–§4 pp.3–11).",None; 20 hand-crafted prompts + 4 outputs (Appendix A pp.14–33); demos at github.com/greshake/llm-security; licence Not reported.,About 20 proof-of-concept prompts; no repetitions or statistics (§4; §5.2 p.11),"text-davinci-003 (LangChain ReAct), gpt-4 chat; Bing Chat (GPT-4); GitHub Copilot; LLaVA for visual injection (§4.1 pp.5–6; §5.3 p.11)",None (demonstration-only) (§4),None quantitative; qualitative transcripts and screenshots; success-rate quantification left to future work (§5.2 p.11),"Injected retrieved instructions steer the model; prompts filtered in the chat UI are NOT filtered when injected indirectly (§4.2 p.6); e-mail worm, remote control, memory persistence, Base64 and multi-stage injections succeed (§4.2–§4.3 pp.6–11).","Synthetic apps and local HTML to avoid live injection; no quantitative success rates; Bing Chat black-box, non-reproducible; real defenses undisclosed (§5.2, §5.4, §5.6 pp.11–12). OURS: no measurements, no typed form fields, no validation layer evaluated.","'hard to imagine a foolproof solution' (§5.6 p.12); quantifying success, filtering retrieved data, LLM moderator, outlier detection all future work (§5.2, §5.6); typed web-form vector never discussed (OURS).",First to introduce and taxonomise Indirect Prompt Injection; first real-world demonstrations on Bing Chat and Copilot (§1 p.2).,"RQ4 DIRECT (six threat classes, four injection methods as typology); RQ1 PARTIAL/conceptual (data–instruction not disentangled; UI filter bypassed via retrieval); RQ5 PARTIAL (mitigations sketched, untested); RQ2, RQ3, RQ6, RQ7 none",Yes — github.com/greshake/llm-security (§1 footnote 1 p.2; §5.4 p.12),Yes — all prompts reproduced in Appendix A and in repository,YES (11_PAPERS/pdfs/2023_Greshake_IndirectPromptInjection.pdf; arXiv 2302.12173v2),metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P43.md (read 2026-09-20); arXiv v2 read; AISec 2023 camera-ready (DOI 10.1145/3605764.3623985) NOT read — TODO-HUMAN confirm page/section mapping before citing locations
P44,liu2023houyi,Prompt Injection attack against LLM-integrated Applications,Yi Liu and Gelei Deng and Yuekang Li and Kailong Wang and Zihao Wang and Xiaofeng Wang and Tianwei Zhang and Yepang Liu and Haoyu Wang and Yan Zheng and Leo Yu Zhang and Yang Liu,2023,arXiv (no Crossref record found),preprint,,https://arxiv.org/abs/2306.05499,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Prompt injection in LLM-integrated apps,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P45,pedro2025p2sql,From Prompt Injections to SQL Injection Attacks: How Protected is Your LLM-Integrated Web Application?,Rodrigo Pedro and Daniel Castro and Paulo Carreira and Nuno Santos,2023,ICSE 2025 (per arXiv 2308.01990; DOI not yet located),preprint,,https://arxiv.org/abs/2308.01990,V4,full,A,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Prompt injection in LLM-integrated apps,"LLM-integrated web apps translate natural-language questions into SQL via middleware (Langchain); unsanitized prompts enable prompt-to-SQL (P2SQL) injection, including via text stored through web forms (Abstract; §1 pp.1–2; §3.1.1 p.4).","Characterise P2SQL attack variants and impact (RQ1), their dependence on the LLM (RQ2), and effective low-effort defenses (RQ3) (§1 p.2).","Job-posting testbed (FastAPI, PostgreSQL, Langchain 0.0.189, gpt-3.5-turbo-0301, temperature 0), 7 attack classes × 30 repetitions; replication on 7 LLMs; LangShield defenses (DB permissions, SQL rewriting, preloading, LLM Guard) on Django e-commerce app (§3–§5 pp.4–10).","Self-built job-posting app; defense testbed: Django e-commerce app + Kaggle Amazon book reviews (212,404 books, 2,004,568 reviews) (§3.1.2 p.4; §5.2.1 p.9); licences Not reported.",7 attacks × 30 repetitions × 2 chatbot variants; 7 LLMs; 10 questions for overhead (§3.1.2 p.4; Table 2 p.7; Fig. 3 p.10),"gpt-3.5-turbo-0301 (main); GPT-4, PaLM2, Llama 2 70B, Vicuna 1.3 33B, Guanaco 65B, Tulu 30B (Table 2 p.7)",Unmodified Langchain prompt vs hand-hardened prompt vs LangShield defenses; unprotected question time as performance baseline (§3.2.2 p.5; Fig. 3 p.10),Attack success rate over 30 repetitions; per-model reproducibility; defense coverage matrix; per-question latency overhead in s and % (Table 1 p.5; Table 3 p.9; Fig. 3 p.10),"Indirect stored-text attacks RI.1 chain 1.0 / agent 0.6, RI.2 agent 1.0 (Table 1 p.5); LLM Guard blocks RI.1/RI.2 at ≈0.4 s (8–20%) overhead; SQL rewriting 1.87 ms, preloading 0.7 ms (Fig. 3 p.10; §5.2.3 p.10).","Simple prompts; DB access unrestricted to isolate LLM; permission hardening table-granular; preloading token cost; LLM Guard fallible and itself injectable (§5.1, §6 pp.8–10). OURS: no FPR/FNR for Guard; one middleware/model; author-crafted inputs.","No write-time validation of stored form content (OURS); 'sanitization of LLM inputs is far more complex than SQLi' (§7 p.11); authors: reduce overhead, automate P2SQL discovery, modular defense framework (§8 p.11).",First systematic study of P2SQL injection in LLM-integrated web apps; attack taxonomy; LangShield defenses with measured coverage and overhead (§1 p.2).,"RQ1 DIRECT (well-formed free-text field carries LLM instruction); RQ4 DIRECT (7 attack classes); RQ5 DIRECT (LLM Guard); RQ6 DIRECT (≈0.4 s, 8–20%; ms-level non-LLM defenses); RQ7 DIRECT (coverage vs cost); RQ2 PARTIAL; RQ3 none",Not reported (no repository URL in PDF),"Public components named (django-oscar, Kaggle Amazon Books Reviews); testbed itself not released",YES (11_PAPERS/pdfs/2025_Pedro_P2SQL.pdf; arXiv 2308.01990v4),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P45.md (read 2026-09-20); Published at ICSE 2025 under new title 'Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses' — TODO-HUMAN cite ICSE version, obtain DOI, confirm page mapping"
P46,tsigkopoulos2026webexploitation,From Prompt Injection to Web Exploitation: Revisiting Classic Vulnerabilities in LLM-Integrated Applications,Spiros Tsigkopoulos and Christoforos Ntantogian,2026,arXiv (Aug 2026),preprint,,https://arxiv.org/abs/2608.10281,V2,PLANNED: V3,B,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Prompt injection in LLM-integrated apps,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P47,khodayari2026ipiwild,"Indirect Prompt Injection in the Wild: An Empirical Study of Prevalence, Techniques, and Objectives",Soheil Khodayari and Xuenan Zhang and Bhupendra Acharya and Giancarlo Pellegrino,2026,arXiv (Apr 2026),preprint,,https://arxiv.org/abs/2604.27202,V2,Not read,B,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Prompt injection in LLM-integrated apps,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P48,kaya2026chatbotplugins,When AI Meets the Web: Prompt Injection Risks in Third-Party AI Chatbot Plugins,Yigitcan Kaya and Anton Landerer and Stijn Pletinckx and Michelle Zimmermann and Christopher Kruegel and Giovanni Vigna,2025,IEEE S&P 2026 (per arXiv 2511.05797),preprint,,https://arxiv.org/abs/2511.05797,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Prompt injection in LLM-integrated apps,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P49,liu2024formalizing,Formalizing and Benchmarking Prompt Injection Attacks and Defenses,"Liu, Yupei and Jia, Yuqi and Geng, Runpeng and Jia, Jinyuan and Gong, Neil Zhenqiang",2024,USENIX Security 2024 pp. 1831–1847 (usenix.org),conference,,https://www.usenix.org/conference/usenixsecurity24/presentation/liu-yupei,V4,full,A,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Prompt injection in LLM-integrated apps,Prompt injection literature is case-study based; no framework formalizes attacks and no comprehensive evaluation of attacks and defenses exists (Abstract p.1831; §1 pp.1831–1832).,"Formalize prompt injection; propose a Combined Attack; benchmark 5 attacks × 10 LLMs × 7 tasks and 10 defenses (5 prevention, 5 detection); open-source the platform (§1 p.1832).","Formal definition x̃ = A(x^t, s^e, x^e); attack framework (Naive, Escape Characters, Context Ignoring, Fake Completion, Combined); defense taxonomy; 100 target + 100 injected samples per task, 49 task pairs; PPL thresholds at ≤1% FPR (§4–§6 pp.1834–1838).","Seven public NLP benchmarks: MRPC, Jfleg, HSOL, RTE, SST2, SMS Spam, Gigaword; 100 samples each for target and injected data (§6.1 p.1837; App. A p.1846); licences Not reported.",7 tasks × 7 injected tasks × 100 pairs; 10 LLMs; 5 attacks; 10 defenses (§6.1 pp.1837–1838),"GPT-4 (default), PaLM 2, GPT-3.5-Turbo, Bard, Vicuna-33b/13b, Flan-UL2, Llama-2-13b/7b-chat, InternLM-Chat-7B (Table 3 p.1837)","Four existing attacks vs Combined Attack; 10 existing defenses evaluated, none new (§6.2–6.3 pp.1839–1842)","PNA-T/PNA-I, Attack Success Value, Matching Rate; FPR/FNR for detectors; task metrics accuracy / Rouge-1 / GLEU (§6.1 pp.1837–1838)","Combined Attack ASV 0.75 on GPT-4 (Table 4 p.1839), 0.62 avg over 10 LLMs; PPL detectors FNR 0.77–1.00, known-answer detection FNR ≤0.12 / FPR ≤0.07 (Table 8 p.1842); prevention utility cost −0.02 to −0.14 (Table 7b p.1841).","Heuristic attacks only; no fine-tuned defenses; detection alone still causes denial of service; single detection prompt; malicious-user scenario out of scope (§7–§8 p.1843). OURS: free-text tasks, no typed schema, no latency/cost.","'no existing prevention-based / detection-based defenses are sufficient' (§6.3 pp.1840, 1842); recovery of clean data after detection missing (§8 p.1843); no overhead reported (OURS).",First formal framework and systematic benchmark for prompt injection attacks and defenses; Combined Attack; Open-Prompt-Injection platform (§1 p.1832).,"RQ5 DIRECT (five input-side detectors with FNR/FPR); RQ7 DIRECT utility axis (Tables 7b, 8b); RQ1 PARTIAL (compromised data keeps good text quality, surface checks pass); RQ4 PARTIAL (attack taxonomy); RQ2, RQ3, RQ6 none",Yes — github.com/liu00222/Open-Prompt-Injection (Abstract p.1831),Yes — public NLP benchmarks; exact splits in Appendix A p.1846,YES (11_PAPERS/pdfs/2024_Liu_FormalizingPromptInjection.pdf; USENIX Security 2024 proceedings pp.1831–1847),metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P49.md (read 2026-09-20); Printed USENIX proceedings version; results for other LLMs in external technical report [28]
P50,yi2025bipia,Benchmarking and Defending against Indirect Prompt Injection Attacks on Large Language Models,"Yi, Jingwei and Xie, Yueqi and Zhu, Bin and Kiciman, Emre and Sun, Guangzhong and Xie, Xing and Wu, Fangzhao",2025,KDD 2025,conference/workshop,10.1145/3690624.3709179,http://dx.doi.org/10.1145/3690624.3709179,V2,Not read,B,PRIORITY,"Crossref record checked 2026-09-20, no retraction relation",Prompt injection in LLM-integrated apps,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,UNKNOWN (publisher),metadata from Crossref/arXiv API 2026-09-20
P51,evtimov2025wasp,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,Ivan Evtimov and Arman Zharmagambetov and Aaron Grattafiori and Chuan Guo and Kamalika Chaudhuri,2025,arXiv,preprint,,https://arxiv.org/abs/2504.18575,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Prompt injection in LLM-integrated apps,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P52,liu2025wainjectbench,WAInjectBench: Benchmarking Prompt Injection Detections for Web Agents,Yinuo Liu and Ruohan Xu and Xilong Wang and Yuqi Jia and Neil Zhenqiang Gong,2025,arXiv,preprint,,https://arxiv.org/abs/2510.01354,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Prompt injection in LLM-integrated apps,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P53,milani2026ipi,Indirect prompt injection in large language models,"Milani, Alfredo and Franzoni, Valentina and Florindi, Emanuele",2026,Neural Computing and Applications,journal,10.1007/s00521-026-12266-x,http://dx.doi.org/10.1007/s00521-026-12266-x,V2,Not read,C,PRIORITY,"Crossref record checked 2026-09-20, no retraction relation",Prompt injection in LLM-integrated apps,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,UNKNOWN (publisher),metadata from Crossref/arXiv API 2026-09-20
P54,jacob2025promptshield,PromptShield: Deployable Detection for Prompt Injection Attacks,"Jacob, Dennis and Alzahrani, Hend and Hu, Zhanhao and Alomair, Basel and Wagner, David",2024,ACM CODASPY 2025,conference/workshop,10.1145/3714393.3726501,http://dx.doi.org/10.1145/3714393.3726501,V4,full (all 14 pages incl. Appendices A–C),A,PRIORITY,"Crossref record checked 2026-09-20, no retraction relation",Detection layers & their cost,"ML prompt-injection detectors have high false-alarm rates, cannot reach the very low FPR the base-rate problem demands, and are not trained on diverse conversational traffic (Sec 1 p.1).","Build a benchmark of benign conversational plus application-structured data and injections; fine-tune detectors with high TPR at 0.05–1% FPR; study model size, training-set size and composition (Sec 1 pp.1–2; Sec 5).","Curated benchmark with disjoint train/eval datasets and injection link phrases; LoRA fine-tuned Llama-3.1-8B-Instruct emitting 0/1 token, plus FLAN-T5/DeBERTa; ROC-based threshold calibration to target FPR (Sec 3–4 pp.4–7).","PromptShield benchmark (huggingface.co/datasets/hendzh/PromptShield): Ultrachat, LMSYS, Alpaca, dolly, natural-instructions, SPP, IFEval, HackAPrompt, OpenPromptInject, StruQ attacks (Table 1 p.5); English; licence Not reported.","20,000 training (~50/50), ~1,000 validation, ~24,000 evaluation datapoints (Sec 3.2.1 p.6; Sec 4 p.7); single run per configuration","Llama-3.1-8B-Instruct (LoRA), Llama-3.2-1B, FLAN-T5 small/base/large, DeBERTa-v3-base (Sec 4 p.7; Table 5 p.9)","PromptGuard (279M), ProtectAI v1/v2 (184M), InjecGuard (184M), Fmops (67M) (Table 4 p.9; Sec 6 p.10)","ROC AUC; TPR at 1%, 0.5%, 0.1%, 0.05% FPR; ASR in Appendix C (Sec 4 p.7). No latency, throughput or cost metric defined.","At 0.1% FPR PromptShield-8B TPR 65.3% vs PromptGuard 9.4%, InjecGuard 6.6%, ProtectAI 0.0% (Fig. 2 p.2; Table 4 p.9); default-threshold PromptGuard FPR 2.91% (Table 3 p.8); ≥~100M params needed (Table 5 p.9).",No concept drift or optimized attacks; text-only; multi-turn and function calling excluded; thresholds calibrated on evaluation split (Sec 3.2.2 p.7; Sec 7 p.10). OURS: no latency/throughput/hardware despite 'deployable' framing.,"Overhead of the 'deployable' detector unquantified (OURS); benign = 'no injection' only, semantic validity of data out of scope; no structured payloads. Authors: continual learning, multimodal (Sec 7 p.10).",First target-FPR deployment scheme for injection detectors (Sec 3.2.2 p.7); benchmark including conversational benign data; strongest low-FPR detector (Sec 1 p.2).,"RQ5 PARTIAL (strongest low-FPR injection classifier baseline; detects instructions, not data validity); RQ7 PARTIAL (accuracy vs model size, TPR vs FPR); RQ6 NOT ADDRESSED (zero timing data = gap evidence); RQ1–RQ4 none",Yes — github.com/wagner-group/PromptShield (Sec 1 p.2),Yes — huggingface.co/datasets/hendzh/PromptShield (Sec 3.1 p.4); model weights Not reported,YES (11_PAPERS/pdfs/2025_Jacob_PromptShield.pdf; arXiv 2501.15145v2),metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P54.md (read 2026-09-20); No venue printed on PDF — CODASPY 2025 / DOI 10.1145/3714393.3726501 from task brief; Crossref check required
P55,liu2025datasentinel,DataSentinel: A Game-Theoretic Detection of Prompt Injection Attacks,"Liu, Yupei and Jia, Yuqi and Jia, Jinyuan and Song, Dawn and Gong, Neil Zhenqiang",2025,IEEE S&P 2025 pp. 2190–2208,conference/workshop,10.1109/sp61157.2025.00250,http://dx.doi.org/10.1109/sp61157.2025.00250,V2,Not read,B,PRIORITY,"Crossref record checked 2026-09-20, no retraction relation",Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P56,li2024injecguard,InjecGuard: Benchmarking and Mitigating Over-defense in Prompt Injection Guardrail Models,Hao Li and Xiaogeng Liu,2024,arXiv,preprint,,https://arxiv.org/abs/2410.22770,V2,PLANNED: V3,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P57,ayub2024embedding,Embedding-based classifiers can detect prompt injection attacks,Md. Ahsan Ayub and Subhabrata Majumdar,2024,arXiv (also CEUR-WS 3920),preprint,,https://arxiv.org/abs/2410.22284,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P58,zizzo2025guardrails,Adversarial Prompt Evaluation: Systematic Benchmarking of Guardrails Against Prompt Input Attacks on LLMs,Giulio Zizzo and Giandomenico Cornacchia and Kieran Fraser and Muhammad Zaid Hameed and Ambrish Rawat and Beat Buesser and Mark Purcell and Pin-Yu Chen and Prasanna Sattigeri and Kush Varshney,2025,NeurIPS 2024 SafeGenAI wksp (per arXiv),preprint,,https://arxiv.org/abs/2502.15427,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P59,kumar2025nofreelunch,No Free Lunch with Guardrails,Divyanshu Kumar and Nitin Aravind Birur and Tanay Baswa and Sahil Agarwal and Prashanth Harshangi,2025,arXiv,preprint,,https://arxiv.org/abs/2504.00441,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
